contract_id,player_id,team_id,contract_type,start_year,end_year,years_total,years_remaining,total_value,average_annual_value,base_salary_2026,signing_bonus_total,bonus_proration_2026,roster_bonus_2026,guaranteed_money,cap_hit_2026,dead_cap_if_cut_2026,no_trade_clause,contract_status,data_class
CTR02193,ATL_OT_06,ATL,VETERAN_MINIMUM,2025,2026,2,1,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR02194,ATL_OG_01,ATL,VETERAN,2024,2026,3,1,14794952,4931651,3631665,3899957,1299986,443849,6685710,5375499,1299986,0,ACTIVE,MODELED
CTR02195,ATL_OG_02,ATL,VETERAN,2026,2026,1,1,3503985,3503985,2190619,1313366,1313366,105120,1515690,3609104,1313366,0,ACTIVE,MODELED
CTR02196,ATL_OG_03,ATL,VETERAN_MINIMUM,2026,2026,1,1,1330000,1330000,1330000,0,0,0,66500,1330000,0,0,ACTIVE,MODELED
CTR02197,ATL_OG_04,ATL,VETERAN_MINIMUM,2023,2026,4,1,5331901,1332975,1332975,0,0,0,266595,1332975,0,0,ACTIVE,MODELED
CTR02198,ATL_OG_05,ATL,VETERAN_MINIMUM,2026,2027,2,2,2660000,1330000,1330000,0,0,0,133000,1330000,0,0,ACTIVE,MODELED
CTR02199,ATL_OG_06,ATL,VETERAN_MINIMUM,2026,2026,1,1,1030000,1030000,1030000,0,0,0,51500,1030000,0,0,ACTIVE,MODELED
CTR02200,ATL_C_01,ATL,VETERAN,2026,2027,2,2,4175751,2087876,1538442,1098867,549434,125273,2360885,2213148,1098867,0,ACTIVE,MODELED
CTR02201,ATL_C_02,ATL,VETERAN,2026,2027,2,2,6361012,3180506,2676697,1007618,503809,190830,2277654,3371337,1007618,0,ACTIVE,MODELED
CTR02202,ATL_C_03,ATL,VETERAN_MINIMUM,2025,2026,2,1,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR02203,ATL_EDGE_01,ATL,VETERAN,2026,2026,1,1,20847654,20847654,12707939,8139715,8139715,0,12031114,20847654,8139715,1,ACTIVE,MODELED
CTR02204,ATL_EDGE_02,ATL,VETERAN,2026,2026,1,1,12725584,12725584,9371388,3354196,3354196,0,3971118,12725584,3354196,0,ACTIVE,MODELED
CTR02205,ATL_EDGE_03,ATL,VETERAN,2026,2026,1,1,7308714,7308714,5313189,1995525,1995525,0,6313171,7308714,1995525,0,ACTIVE,MODELED
CTR02206,ATL_EDGE_04,ATL,VETERAN,2025,2026,2,1,26595046,13297523,9256220,8082606,4041303,0,13547920,13297523,4041303,0,ACTIVE,MODELED
CTR02207,ATL_EDGE_05,ATL,VETERAN_MINIMUM,2025,2026,2,1,2749791,1374895,1374895,0,0,0,137490,1374895,0,0,ACTIVE,MODELED
CTR02208,ATL_EDGE_06,ATL,VETERAN_MINIMUM,2026,2026,1,1,1420000,1420000,1420000,0,0,0,71000,1420000,0,0,ACTIVE,MODELED
CTR02209,ATL_EDGE_07,ATL,VETERAN,2026,2027,2,2,5426473,2713236,2128725,1169023,584512,162794,525583,2876031,1169023,0,ACTIVE,MODELED
CTR02210,ATL_EDGE_08,ATL,UDFA,2026,2028,3,3,2520000,840000,756000,431684,143895,0,50400,899895,431684,0,ACTIVE,MODELED
CTR02211,ATL_EDGE_09,ATL,ROOKIE_SCALE,2024,2027,4,2,3860000,965000,774572,761710,190428,0,965000,965000,380855,0,ACTIVE,MODELED
CTR02212,ATL_DT_01,ATL,VETERAN,2025,2026,2,1,14270578,7135289,6081122,2108335,1054168,0,6177341,7135289,1054168,0,ACTIVE,MODELED
CTR02213,ATL_DT_02,ATL,VETERAN,2026,2027,2,2,27172817,13586409,10317487,6537844,3268922,0,7749203,13586409,6537844,0,ACTIVE,MODELED
CTR02214,ATL_DT_03,ATL,VETERAN_MINIMUM,2026,2028,3,3,4260000,1420000,1420000,0,0,0,213000,1420000,0,0,ACTIVE,MODELED
CTR02215,ATL_DT_04,ATL,VETERAN,2026,2026,1,1,1885427,1885427,1704795,180632,180632,56563,774244,1941990,180632,0,ACTIVE,MODELED
CTR02216,ATL_DT_05,ATL,VETERAN_MINIMUM,2026,2028,3,3,3390000,1130000,1130000,0,0,0,169500,1130000,0,0,ACTIVE,MODELED
CTR02217,ATL_DT_06,ATL,ROOKIE_SCALE,2026,2029,4,4,3980000,995000,756000,1037330,259332,0,995000,1015332,1037330,0,ACTIVE,MODELED
CTR02218,ATL_DT_07,ATL,ROOKIE_SCALE,2023,2026,4,1,3980000,995000,756000,1075225,268806,0,995000,1024806,268806,0,ACTIVE,MODELED
CTR02219,ATL_DT_08,ATL,ROOKIE_SCALE,2026,2029,4,4,3860000,965000,756000,979257,244814,0,965000,1000814,979257,0,ACTIVE,MODELED
CTR02220,ATL_LB_01,ATL,VETERAN,2025,2028,4,3,50284646,12571161,10413241,8631683,2157921,0,15156949,12571161,6473762,0,ACTIVE,MODELED
CTR02221,ATL_LB_02,ATL,VETERAN,2026,2026,1,1,3878683,3878683,2896218,982466,982466,0,985930,3878683,982466,0,ACTIVE,MODELED
CTR02222,ATL_LB_03,ATL,ROOKIE_SCALE,2025,2028,4,3,3860000,965000,774689,761246,190311,0,965000,965000,570934,0,ACTIVE,MODELED
CTR02223,ATL_LB_04,ATL,VETERAN_MINIMUM,2026,2026,1,1,1584813,1584813,1584813,0,0,0,79241,1584813,0,0,ACTIVE,MODELED
CTR02224,ATL_LB_05,ATL,VETERAN_MINIMUM,2026,2027,2,2,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR02225,ATL_LB_06,ATL,VETERAN_MINIMUM,2026,2026,1,1,1030000,1030000,1030000,0,0,0,51500,1030000,0,0,ACTIVE,MODELED
CTR02226,ATL_LB_07,ATL,ROOKIE_SCALE,2026,2029,4,4,3860000,965000,827783,548866,137217,0,965000,965000,548866,0,ACTIVE,MODELED
CTR02227,ATL_LB_08,ATL,VETERAN_MINIMUM,2026,2029,4,4,4120000,1030000,1030000,0,0,0,206000,1030000,0,0,ACTIVE,MODELED
CTR02228,ATL_CB_01,ATL,VETERAN,2026,2026,1,1,6016479,6016479,4057782,1958697,1958697,0,4313060,6016479,1958697,0,ACTIVE,MODELED
CTR02229,ATL_CB_02,ATL,VETERAN,2026,2026,1,1,14455216,14455216,9541229,4913986,4913986,0,5411268,14455216,4913986,0,ACTIVE,MODELED
CTR02230,ATL_CB_03,ATL,VETERAN,2026,2029,4,4,76232323,19058081,15146572,15646034,3911508,2286970,41094462,21345050,15646034,0,ACTIVE,MODELED
CTR02231,ATL_CB_04,ATL,VETERAN,2026,2026,1,1,1945468,1945468,1329380,616088,616088,58364,1492280,2003832,616088,0,ACTIVE,MODELED
CTR02232,ATL_CB_05,ATL,VETERAN,2026,2026,1,1,2602670,2602670,1975525,627146,627146,0,1197342,2602670,627146,0,ACTIVE,MODELED
CTR02233,ATL_CB_06,ATL,VETERAN,2026,2026,1,1,1878465,1878465,1362804,515661,515661,56354,1437398,1934819,515661,0,ACTIVE,MODELED
CTR02234,ATL_CB_07,ATL,VETERAN_MINIMUM,2025,2026,2,1,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR02235,ATL_CB_08,ATL,VETERAN_MINIMUM,2026,2026,1,1,1210000,1210000,1210000,0,0,0,60500,1210000,0,0,ACTIVE,MODELED
CTR02236,ATL_CB_09,ATL,ROOKIE_SCALE,2025,2028,4,3,4240000,1060000,806765,1012941,253235,0,1060000,1060000,759706,0,ACTIVE,MODELED
CTR02237,ATL_CB_10,ATL,ROOKIE_SCALE,2024,2027,4,2,3980000,995000,756000,1049663,262416,0,995000,1018416,524831,0,ACTIVE,MODELED
CTR02238,ATL_CB_11,ATL,VETERAN_MINIMUM,2026,2026,1,1,1030000,1030000,1030000,0,0,0,51500,1030000,0,0,ACTIVE,MODELED
CTR02239,ATL_S_01,ATL,VETERAN,2026,2026,1,1,16277715,16277715,11639902,4637813,4637813,0,5868265,16277715,4637813,0,ACTIVE,MODELED
CTR02240,ATL_S_02,ATL,VETERAN,2025,2026,2,1,8821884,4410942,3549339,1723206,861603,0,3040238,4410942,861603,0,ACTIVE,MODELED
CTR02241,ATL_S_03,ATL,ROOKIE_SCALE,2025,2028,4,3,3980000,995000,808364,746545,186636,0,995000,995000,559909,0,ACTIVE,MODELED
CTR02242,ATL_S_04,ATL,VETERAN,2024,2026,3,1,7611159,2537053,2208323,986191,328730,0,4827421,2537053,328730,0,ACTIVE,MODELED
CTR02243,ATL_S_05,ATL,ROOKIE_SCALE,2024,2027,4,2,3980000,995000,886121,435518,108879,0,995000,995000,217759,0,ACTIVE,MODELED
CTR02244,ATL_S_06,ATL,VETERAN_MINIMUM,2026,2026,1,1,1030000,1030000,1030000,0,0,0,51500,1030000,0,0,ACTIVE,MODELED
CTR02245,ATL_S_07,ATL,VETERAN_MINIMUM,2024,2026,3,1,3390000,1130000,1130000,0,0,0,169500,1130000,0,0,ACTIVE,MODELED
CTR02246,ATL_K_01,ATL,VETERAN_MINIMUM,2025,2026,2,1,2420000,1210000,1210000,0,0,0,121000,1210000,0,0,ACTIVE,MODELED
CTR02247,ATL_K_02,ATL,VETERAN_MINIMUM,2025,2026,2,1,2660000,1330000,1330000,0,0,0,133000,1330000,0,0,ACTIVE,MODELED
CTR02248,ATL_P_01,ATL,VETERAN_MINIMUM,2026,2026,1,1,1622580,1622580,1622580,0,0,0,81129,1622580,0,0,ACTIVE,MODELED
CTR02249,ATL_P_02,ATL,VETERAN_MINIMUM,2026,2026,1,1,1420000,1420000,1420000,0,0,0,71000,1420000,0,0,ACTIVE,MODELED
CTR02250,ATL_LS_01,ATL,VETERAN_MINIMUM,2026,2026,1,1,1130000,1130000,1130000,0,0,0,56500,1130000,0,0,ACTIVE,MODELED
CTR02251,CAR_QB_01,CAR,VETERAN,2026,2026,1,1,24313098,24313098,15518925,8794173,8794173,0,8887887,24313098,8794173,1,ACTIVE,MODELED
CTR02252,CAR_QB_02,CAR,VETERAN,2026,2028,3,3,6395170,2131723,1718387,1240010,413337,0,4947071,2131723,1240010,0,ACTIVE,MODELED
CTR02253,CAR_QB_03,CAR,VETERAN,2026,2026,1,1,4257090,4257090,3033507,1223583,1223583,0,1243400,4257090,1223583,0,ACTIVE,MODELED
CTR02254,CAR_QB_04,CAR,VETERAN_MINIMUM,2026,2027,2,2,2420000,1210000,1210000,0,0,0,121000,1210000,0,0,ACTIVE,MODELED
CTR02255,CAR_RB_01,CAR,VETERAN,2024,2028,5,3,26724253,5344851,3501890,9214804,1842961,0,724988,5344851,5528883,0,ACTIVE,MODELED
CTR02256,CAR_RB_02,CAR,VETERAN_MINIMUM,2026,2026,1,1,1330000,1330000,1330000,0,0,0,66500,1330000,0,0,ACTIVE,MODELED
CTR02257,CAR_RB_03,CAR,VETERAN_MINIMUM,2026,2027,2,2,2420000,1210000,1210000,0,0,0,121000,1210000,0,0,ACTIVE,MODELED
CTR02258,CAR_RB_04,CAR,VETERAN_MINIMUM,2025,2026,2,1,2260000,1130000,1130000,0,0,0,113000,1130000,0,0,ACTIVE,MODELED
CTR02259,CAR_RB_05,CAR,UDFA,2024,2026,3,1,2520000,840000,756000,674542,224847,0,50400,980847,224847,0,ACTIVE,MODELED
CTR02260,CAR_FB_01,CAR,VETERAN_MINIMUM,2025,2026,2,1,2260000,1130000,1130000,0,0,0,113000,1130000,0,0,ACTIVE,MODELED
CTR02261,CAR_WR_01,CAR,VETERAN,2025,2026,2,1,63394751,31697375,24600955,14192841,7096420,1901843,15819630,33599218,7096420,0,ACTIVE,MODELED
CTR02262,CAR_WR_02,CAR,VETERAN,2024,2027,4,2,29026603,7256651,5734553,6088392,1522098,0,6737914,7256651,3044196,0,ACTIVE,MODELED
CTR02263,CAR_WR_03,CAR,VETERAN,2025,2027,3,2,62149625,20716542,12745440,23913306,7971102,1864489,49515884,22581031,15942204,0,ACTIVE,MODELED
CTR02264,CAR_WR_04,CAR,VETERAN_MINIMUM,2026,2026,1,1,1030000,1030000,1030000,0,0,0,51500,1030000,0,0,ACTIVE,MODELED
CTR02265,CAR_WR_05,CAR,VETERAN,2026,2027,2,2,14225229,7112614,5537109,3151010,1575505,0,6836538,7112614,3151010,0,ACTIVE,MODELED
CTR02266,CAR_WR_06,CAR,ROOKIE_SCALE,2025,2028,4,3,4240000,1060000,967703,369187,92297,0,1060000,1060000,276890,0,ACTIVE,MODELED
CTR02267,CAR_WR_07,CAR,VETERAN_MINIMUM,2026,2028,3,3,3990000,1330000,1330000,0,0,0,199500,1330000,0,0,ACTIVE,MODELED
CTR02268,CAR_WR_08,CAR,VETERAN,2025,2026,2,1,3707309,1853654,1404402,898504,449252,0,3077197,1853654,449252,0,ACTIVE,MODELED
CTR02269,CAR_WR_09,CAR,ROOKIE_SCALE,2025,2028,4,3,4240000,1060000,915586,577654,144414,0,1060000,1060000,433241,0,ACTIVE,MODELED
CTR02270,CAR_WR_10,CAR,UDFA,2026,2028,3,3,2520000,840000,756000,309392,103131,0,50400,859131,309392,0,ACTIVE,MODELED
CTR02271,CAR_WR_11,CAR,UDFA,2024,2026,3,1,2520000,840000,756000,507410,169137,0,50400,925137,169137,0,ACTIVE,MODELED
CTR02272,CAR_TE_01,CAR,VETERAN,2025,2027,3,2,17460804,5820268,4320993,4497826,1499275,0,10030851,5820268,2998550,0,ACTIVE,MODELED
CTR02273,CAR_TE_02,CAR,VETERAN,2026,2026,1,1,2991110,2991110,2508840,482270,482270,89733,1781325,3080843,482270,0,ACTIVE,MODELED
CTR02274,CAR_TE_03,CAR,VETERAN_MINIMUM,2026,2026,1,1,1363945,1363945,1363945,0,0,0,68197,1363945,0,0,ACTIVE,MODELED
CTR02275,CAR_TE_04,CAR,ROOKIE_SCALE,2025,2028,4,3,3860000,965000,934037,123851,30963,0,965000,965000,92888,0,ACTIVE,MODELED
CTR02276,CAR_TE_05,CAR,UDFA,2026,2028,3,3,2520000,840000,756000,855185,285062,0,50400,1041062,855185,0,ACTIVE,MODELED
CTR02277,CAR_TE_06,CAR,VETERAN_MINIMUM,2024,2026,3,1,3390000,1130000,1130000,0,0,0,169500,1130000,0,0,ACTIVE,MODELED
CTR02278,CAR_OT_01,CAR,VETERAN,2026,2029,4,4,60257242,15064311,12098274,11864145,2966036,1807717,24054257,16872028,11864145,0,ACTIVE,MODELED
CTR02279,CAR_OT_02,CAR,VETERAN,2026,2028,3,3,31803750,10601250,7448536,9458142,3152714,0,7674121,10601250,9458142,0,ACTIVE,MODELED
CTR02280,CAR_OT_03,CAR,VETERAN,2024,2026,3,1,12478629,4159543,2944929,3643842,1214614,0,6009344,4159543,1214614,0,ACTIVE,MODELED
CTR02281,CAR_OT_04,CAR,VETERAN,2026,2026,1,1,2319482,2319482,1523111,796371,796371,0,995882,2319482,796371,0,ACTIVE,MODELED
CTR02282,CAR_OT_05,CAR,VETERAN,2026,2026,1,1,1908317,1908317,1435632,472685,472685,0,589975,1908317,472685,0,ACTIVE,MODELED
CTR02283,CAR_OT_06,CAR,UDFA,2026,2028,3,3,2520000,840000,756000,786428,262143,0,50400,1018143,786428,0,ACTIVE,MODELED
CTR02284,CAR_OG_01,CAR,VETERAN,2026,2026,1,1,7269066,7269066,4695416,2573650,2573650,218072,6108701,7487138,2573650,0,ACTIVE,MODELED
CTR02285,CAR_OG_02,CAR,VETERAN,2024,2026,3,1,26555564,8851855,5802123,9149195,3049732,796667,5611094,9648521,3049732,0,ACTIVE,MODELED
CTR02286,CAR_OG_03,CAR,ROOKIE_SCALE,2026,2030,5,5,42613495,8522699,6322204,11002475,2200495,0,42613495,8522699,11002475,0,ACTIVE,MODELED
CTR02287,CAR_OG_04,CAR,VETERAN,2026,2026,1,1,1965696,1965696,1197000,778236,778236,58971,1280899,2034207,778236,0,ACTIVE,MODELED
CTR02288,CAR_OG_05,CAR,ROOKIE_SCALE,2024,2027,4,2,3860000,965000,756000,1288746,322187,0,965000,1078187,644373,0,ACTIVE,MODELED
CTR02289,CAR_OG_06,CAR,ROOKIE_SCALE,2023,2026,4,1,4240000,1060000,928122,527514,131878,0,1060000,1060000,131878,0,ACTIVE,MODELED
CTR02290,CAR_C_01,CAR,VETERAN,2023,2026,4,1,43291487,10822872,8538916,9135821,2283955,1298745,20484410,12121616,2283955,0,ACTIVE,MODELED
CTR02291,CAR_C_02,CAR,VETERAN,2026,2027,2,2,8663025,4331513,3104075,2454875,1227437,0,1673322,4331513,2454875,0,ACTIVE,MODELED
CTR02292,CAR_C_03,CAR,VETERAN,2025,2026,2,1,2921551,1460775,1106541,708469,354234,0,1496979,1460775,354234,0,ACTIVE,MODELED
CTR02293,CAR_EDGE_01,CAR,VETERAN,2026,2026,1,1,9927870,9927870,7818096,2109774,2109774,0,5834797,9927870,2109774,0,ACTIVE,MODELED
CTR02294,CAR_EDGE_02,CAR,VETERAN,2024,2026,3,1,40702769,13567590,10572915,8984025,2994675,1221083,19429076,14788673,2994675,0,ACTIVE,MODELED
CTR02295,CAR_EDGE_03,CAR,VETERAN,2026,2028,3,3,18022962,6007654,5068403,2817754,939251,0,77543,6007654,2817754,0,ACTIVE,MODELED
CTR02296,CAR_EDGE_04,CAR,VETERAN_MINIMUM,2025,2026,2,1,2857285,1428643,1428643,0,0,0,142864,1428643,0,0,ACTIVE,MODELED
CTR02297,CAR_EDGE_05,CAR,VETERAN,2026,2028,3,3,19198544,6399515,4879908,4558819,1519606,0,8812677,6399515,4558819,0,ACTIVE,MODELED
CTR02298,CAR_EDGE_06,CAR,VETERAN_MINIMUM,2023,2026,4,1,4520000,1130000,1130000,0,0,0,226000,1130000,0,0,ACTIVE,MODELED
CTR02299,CAR_EDGE_07,CAR,VETERAN_MINIMUM,2026,2026,1,1,1330000,1330000,1330000,0,0,0,66500,1330000,0,0,ACTIVE,MODELED
CTR02300,CAR_EDGE_08,CAR,ROOKIE_SCALE,2025,2028,4,3,3980000,995000,756000,1123045,280761,0,995000,1036761,842284,0,ACTIVE,MODELED
CTR02301,CAR_EDGE_09,CAR,VETERAN_MINIMUM,2025,2027,3,2,3090000,1030000,1030000,0,0,0,154500,1030000,0,0,ACTIVE,MODELED
CTR02302,CAR_DT_01,CAR,VETERAN,2026,2027,2,2,23191749,11595875,8249126,6693498,3346749,0,16571917,11595875,6693498,0,ACTIVE,MODELED
CTR02303,CAR_DT_02,CAR,VETERAN,2026,2027,2,2,27335595,13667798,13667798,0,0,820068,9642388,14487866,0,0,ACTIVE,MODELED
CTR02304,CAR_DT_03,CAR,VETERAN_MINIMUM,2025,2027,3,2,3990000,1330000,1330000,0,0,0,199500,1330000,0,0,ACTIVE,MODELED
CTR02305,CAR_DT_04,CAR,VETERAN,2023,2027,5,2,17075313,3415063,3162545,1262589,252518,512259,9779663,3927322,505036,0,ACTIVE,MODELED
CTR02306,CAR_DT_05,CAR,VETERAN_MINIMUM,2024,2026,3,1,3090000,1030000,1030000,0,0,0,154500,1030000,0,0,ACTIVE,MODELED
CTR02307,CAR_DT_06,CAR,VETERAN_MINIMUM,2026,2026,1,1,1030000,1030000,1030000,0,0,0,51500,1030000,0,0,ACTIVE,MODELED
CTR02308,CAR_DT_07,CAR,VETERAN_MINIMUM,2026,2026,1,1,1130000,1130000,1130000,0,0,0,56500,1130000,0,0,ACTIVE,MODELED
CTR02309,CAR_DT_08,CAR,VETERAN_MINIMUM,2026,2027,2,2,2420000,1210000,1210000,0,0,0,121000,1210000,0,0,ACTIVE,MODELED
CTR02310,CAR_LB_01,CAR,VETERAN,2026,2026,1,1,6163774,6163774,4784921,1378853,1378853,184913,2012889,6348687,1378853,0,ACTIVE,MODELED
CTR02311,CAR_LB_02,CAR,VETERAN,2026,2026,1,1,3061753,3061753,2318556,743197,743197,0,1664571,3061753,743197,0,ACTIVE,MODELED
CTR02312,CAR_LB_03,CAR,VETERAN,2026,2026,1,1,2835531,2835531,2539807,295724,295724,0,1531130,2835531,295724,0,ACTIVE,MODELED
CTR02313,CAR_LB_04,CAR,VETERAN,2026,2026,1,1,2703357,2703357,2054993,648364,648364,0,499855,2703357,648364,0,ACTIVE,MODELED
CTR02314,CAR_LB_05,CAR,VETERAN_MINIMUM,2026,2027,2,2,2420000,1210000,1210000,0,0,0,121000,1210000,0,0,ACTIVE,MODELED
CTR02315,CAR_LB_06,CAR,VETERAN_MINIMUM,2024,2027,4,2,4120000,1030000,1030000,0,0,0,206000,1030000,0,0,ACTIVE,MODELED
CTR02316,CAR_LB_07,CAR,UDFA,2026,2028,3,3,2520000,840000,756000,718155,239385,0,50400,995385,718155,0,ACTIVE,MODELED
CTR02317,CAR_LB_08,CAR,ROOKIE_SCALE,2025,2028,4,3,3860000,965000,756000,927155,231789,0,965000,987789,695366,0,ACTIVE,MODELED
CTR02318,CAR_CB_01,CAR,VETERAN,2026,2027,2,2,30100072,15050036,9004562,12090948,6045474,903002,16860414,15953038,12090948,0,ACTIVE,MODELED
CTR02319,CAR_CB_02,CAR,VETERAN,2025,2026,2,1,5590691,2795345,2127650,1335391,667696,0,1755826,2795345,667696,0,ACTIVE,MODELED
CTR02320,CAR_CB_03,CAR,VETERAN,2025,2029,5,4,21803001,4360600,2976017,6922918,1384584,654090,14142057,5014690,5538334,0,ACTIVE,MODELED
CTR02321,CAR_CB_04,CAR,VETERAN_MINIMUM,2026,2026,1,1,1086692,1086692,1086692,0,0,0,54335,1086692,0,0,ACTIVE,MODELED
CTR02322,CAR_CB_05,CAR,VETERAN_MINIMUM,2025,2026,2,1,2840000,1420000,1420000,0,0,0,142000,1420000,0,0,ACTIVE,MODELED
CTR02323,CAR_CB_06,CAR,VETERAN_MINIMUM,2026,2026,1,1,1030000,1030000,1030000,0,0,0,51500,1030000,0,0,ACTIVE,MODELED
CTR02324,CAR_CB_07,CAR,VETERAN_MINIMUM,2024,2026,3,1,3990000,1330000,1330000,0,0,0,199500,1330000,0,0,ACTIVE,MODELED
CTR02325,CAR_CB_08,CAR,UDFA,2025,2027,3,2,2520000,840000,756000,278564,92855,0,50400,848855,185709,0,ACTIVE,MODELED
CTR02326,CAR_CB_09,CAR,ROOKIE_SCALE,2026,2029,4,4,3860000,965000,897275,270900,67725,0,965000,965000,270900,0,ACTIVE,MODELED
CTR02327,CAR_CB_10,CAR,VETERAN_MINIMUM,2024,2028,5,3,5150000,1030000,1030000,0,0,0,257500,1030000,0,0,ACTIVE,MODELED
CTR02328,CAR_CB_11,CAR,ROOKIE_SCALE,2025,2028,4,3,4240000,1060000,789383,1082468,270617,0,1060000,1060000,811851,0,ACTIVE,MODELED
CTR02329,CAR_S_01,CAR,VETERAN,2024,2026,3,1,13329628,4443209,3225574,3652906,1217635,399889,6152879,4843098,1217635,0,ACTIVE,MODELED
CTR02330,CAR_S_02,CAR,VETERAN,2026,2028,3,3,23815398,7938466,5952586,5957641,1985880,0,4939641,7938466,5957641,0,ACTIVE,MODELED
CTR02331,CAR_S_03,CAR,VETERAN,2026,2027,2,2,10016879,5008440,3833425,2350030,1175015,300506,3934502,5308946,2350030,0,ACTIVE,MODELED
CTR02332,CAR_S_04,CAR,VETERAN_MINIMUM,2025,2026,2,1,2660000,1330000,1330000,0,0,0,133000,1330000,0,0,ACTIVE,MODELED
CTR02333,CAR_S_05,CAR,VETERAN_MINIMUM,2025,2027,3,2,4260000,1420000,1420000,0,0,0,213000,1420000,0,0,ACTIVE,MODELED
CTR02334,CAR_S_06,CAR,VETERAN_MINIMUM,2026,2028,3,3,3090000,1030000,1030000,0,0,0,154500,1030000,0,0,ACTIVE,MODELED
CTR02335,CAR_S_07,CAR,VETERAN_MINIMUM,2025,2026,2,1,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR02336,CAR_K_01,CAR,VETERAN_MINIMUM,2024,2026,3,1,4260000,1420000,1420000,0,0,0,213000,1420000,0,0,ACTIVE,MODELED
CTR02337,CAR_K_02,CAR,VETERAN_MINIMUM,2024,2026,3,1,3090000,1030000,1030000,0,0,0,154500,1030000,0,0,ACTIVE,MODELED
CTR02338,CAR_P_01,CAR,VETERAN_MINIMUM,2026,2026,1,1,1130000,1130000,1130000,0,0,0,56500,1130000,0,0,ACTIVE,MODELED
CTR02339,CAR_P_02,CAR,VETERAN_MINIMUM,2025,2026,2,1,2420000,1210000,1210000,0,0,0,121000,1210000,0,0,ACTIVE,MODELED
CTR02340,CAR_LS_01,CAR,VETERAN_MINIMUM,2024,2026,3,1,3990000,1330000,1330000,0,0,0,199500,1330000,0,0,ACTIVE,MODELED
CTR02341,NO_QB_01,NO,VETERAN,2026,2026,1,1,10498316,10498316,8131025,2367292,2367292,0,5416655,10498316,2367292,0,ACTIVE,MODELED
CTR02342,NO_QB_02,NO,VETERAN,2026,2026,1,1,3663084,3663084,2803734,859350,859350,109893,1811656,3772976,859350,0,ACTIVE,MODELED
CTR02343,NO_QB_03,NO,VETERAN_MINIMUM,2024,2027,4,2,5164486,1291122,1291122,0,0,0,258224,1291122,0,0,ACTIVE,MODELED
CTR02344,NO_QB_04,NO,ROOKIE_SCALE,2023,2026,4,1,3860000,965000,756000,878735,219684,0,965000,975684,219684,0,ACTIVE,MODELED
CTR02345,NO_RB_01,NO,VETERAN,2026,2026,1,1,2893686,2893686,2529344,364342,364342,0,1989047,2893686,364342,0,ACTIVE,MODELED
CTR02346,NO_RB_02,NO,VETERAN,2026,2026,1,1,1693534,1693534,1221592,471942,471942,0,645617,1693534,471942,0,ACTIVE,MODELED
CTR02347,NO_RB_03,NO,VETERAN,2025,2027,3,2,10358477,3452826,2305662,3441492,1147164,0,7593747,3452826,2294328,0,ACTIVE,MODELED
CTR02348,NO_RB_04,NO,UDFA,2025,2027,3,2,2520000,840000,756000,782591,260864,0,50400,1016864,521728,0,ACTIVE,MODELED
CTR02349,NO_RB_05,NO,VETERAN_MINIMUM,2025,2026,2,1,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR02350,NO_FB_01,NO,VETERAN_MINIMUM,2026,2026,1,1,1030000,1030000,1030000,0,0,0,51500,1030000,0,0,ACTIVE,MODELED
CTR02351,NO_WR_01,NO,VETERAN,2026,2027,2,2,11217239,5608620,4393977,2429284,1214642,0,2646015,5608620,2429284,0,ACTIVE,MODELED
CTR02352,NO_WR_02,NO,VETERAN,2025,2026,2,1,12022349,6011175,5014042,1994266,997133,360670,2971350,6371845,997133,0,ACTIVE,MODELED
CTR02353,NO_WR_03,NO,VETERAN,2026,2026,1,1,6829929,6829929,4699427,2130502,2130502,204898,5441687,7034827,2130502,0,ACTIVE,MODELED
CTR02354,NO_WR_04,NO,VETERAN,2026,2026,1,1,1402826,1402826,1171366,231460,231460,42085,898349,1444911,231460,0,ACTIVE,MODELED
CTR02355,NO_WR_05,NO,VETERAN,2025,2026,2,1,3380709,1690355,1275607,829495,414748,101421,2541896,1791776,414748,0,ACTIVE,MODELED
CTR02356,NO_WR_06,NO,VETERAN_MINIMUM,2026,2029,4,4,4840000,1210000,1210000,0,0,0,242000,1210000,0,0,ACTIVE,MODELED
CTR02357,NO_WR_07,NO,VETERAN,2024,2026,3,1,9396456,3132152,2118642,3040531,1013510,281894,5181541,3414046,1013510,0,ACTIVE,MODELED
CTR02358,NO_WR_08,NO,ROOKIE_SCALE,2023,2026,4,1,3980000,995000,756000,1081432,270358,0,995000,1026358,270358,0,ACTIVE,MODELED
CTR02359,NO_WR_09,NO,VETERAN_MINIMUM,2026,2027,2,2,2420000,1210000,1210000,0,0,0,121000,1210000,0,0,ACTIVE,MODELED
CTR02360,NO_WR_10,NO,VETERAN_MINIMUM,2026,2027,2,2,2660000,1330000,1330000,0,0,0,133000,1330000,0,0,ACTIVE,MODELED
